"Running Start","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","174","0","0","Power Crystal","0","Lightning Crystal","0","Wind Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Shifting Flame (Noctis Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Icebound","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","175","0","0","Power Crystal","0","Non-Elemental Crystal","0","Ice Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Ripping Storm","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","176","0","0","Power Crystal","0","Wind Crystal","0","Earth Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Blaze Rush (Lightning Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Neo Bahamut","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","198","0","0","Summoning Crystal","0","Non-Elemental Crystal","0","Dark Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Valigarmanda","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","202","0","0","Summoning Crystal","0","Ice Crystal","0","Lightning Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Lunar Leviathan","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","208","0","0","Summoning Crystal","0","Fire Crystal","0","Ice Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Dark Valefor","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","209","0","0","White Crystal","0","Summoning Crystal","0","Wind Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Lunar Ifrit","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","211","0","0","Summoning Crystal","0","Fire Crystal","0","Earth Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Lunar Dragon","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","212","0","0","White Crystal","0","Summoning Crystal","0","Holy Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Brothers","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","213","0","0","Summoning Crystal","0","Fire Crystal","0","Earth Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Dark Ixion","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","214","0","0","Summoning Crystal","0","Lightning Crystal","0","Wind Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Anima","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","215","0","0","Summoning Crystal","0","Non-Elemental Crystal","0","Dark Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Summoner's Band (Rydia Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Dark Shiva","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","216","0","0","Summoning Crystal","0","Ice Crystal","0","Dark Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Aerial Slash (Alphinaud Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Divine Guardian (Garnet Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Prayer of the Lost (Eiko Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"The Sending (Yuna Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Snowspell Strike","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","238","0","0","Power Crystal","0","Ice Crystal","0","Wind Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Blastspell Strike","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","245","0","0","Power Crystal","0","Fire Crystal","0","Earth Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Stormspell Strike","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","246","0","0","Power Crystal","0","Ice Crystal","0","Lightning Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Inferno Assault","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","247","0","0","Power Crystal","0","Fire Crystal","0","Dark Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Tremor Assault","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","248","0","0","Power Crystal","0","Black Crystal","0","Earth Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Iceclaw Assault","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","250","0","0","Power Crystal","0","Black Crystal","0","Ice Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Renzokuken (Squall Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Spinning Edge (Celes Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Light of the Four (Bartz Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Torrent Assault","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Braver (Cloud Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Cyclone Drive (Machina Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Bring the Pain! (Paine Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Creation Laceration (Genesis Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Sky High","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","267","0","0","Lightning Crystal","0","Earth Crystal","0","Wind Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Impulse Dive","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","271","0","0","Lightning Crystal","0","Earth Crystal","0","Wind Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Hurricane Bolt","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","273","0","0","Power Crystal","0","Lightning Crystal","0","Wind Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Serpent Dive","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","274","0","0","Ice Crystal","0","Lightning Crystal","0","Wind Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Whirlwind (Fang Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Dragoon's Pride (Kain Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Darkside Dive","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Star Diver (Estinien Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Lifebane","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","285","0","0","Fire Crystal","0","Lightning Crystal","0","Earth Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Ironfist Earth","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","291","0","0","Non-Elemental Crystal","0","Fire Crystal","0","Earth Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Ironfist Fire","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","292","0","0","Fire Crystal","0","Earth Crystal","0","Holy Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Ironfist Ice","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","295","0","0","Non-Elemental Crystal","0","Ice Crystal","0","Earth Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Spirited Dispatch","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","296","0","0","White Crystal","0","Fire Crystal","0","Earth Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Flashfist Lightning","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","297","0","0","Fire Crystal","0","Lightning Crystal","0","Earth Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Froststrike (Snow Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Qigong Palm","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Beat Rush (Tifa Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Mug Bloodlust","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","305","0","0","Fire Crystal","0","Wind Crystal","0","Dark Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Fire Assault","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","309","0","0","Fire Crystal","0","Wind Crystal","0","Dark Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Storm Assault","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","310","0","0","Non-Elemental Crystal","0","Wind Crystal","0","Dark Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Aquatic Weakness","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","312","0","0","Ice Crystal","0","Wind Crystal","0","Dark Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Mirage Raid (Locke Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Al Bhed Steal (Rikku Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Sagefire (Ignis Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Scoop Art (Zidane Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Pirate Anchor (Leila Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Red Spiral (Vaan Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Pirate's Cannon (Faris Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Aegis Strike","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","326","0","0","Ice Crystal","0","Earth Crystal","0","Holy Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Healing Smite","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","333","0","0","White Crystal","0","Earth Crystal","0","Holy Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Gaia Force","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","334","0","0","White Crystal","0","Earth Crystal","0","Holy Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Paladin Force (Cecil (Paladin) Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Seiken Shock (Beatrix Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Saintly Swordplay (Orlandeau Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Radiant Sword (Warrior of Light Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Great Form","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","335","0","0","White Crystal","0","Earth Crystal","0","Holy Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Titan Blade (Ingus Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Royal Guard (Gladiolus Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Quadrisection (Ramza Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Demonsblood","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","343","0","0","Non-Elemental Crystal","0","Ice Crystal","0","Dark Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Fire-Touched Blade","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","352","0","0","Non-Elemental Crystal","0","Fire Crystal","0","Wind Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Frost-Touched Blade","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","353","0","0","Non-Elemental Crystal","0","Ice Crystal","0","Lightning Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Frostfire Carnage","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","354","0","0","Non-Elemental Crystal","0","Fire Crystal","0","Ice Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Freezeburn Moon","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Wild Rose (Firion Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Tachi Gekko (Ayame Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Banishing Blade (Auron Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Stitch in Time","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","366","0","0","Ice Crystal","0","Wind Crystal","0","Dark Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Azure Unending","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","375","0","0","Ice Crystal","0","Wind Crystal","0","Dark Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Grind to Dust","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","376","0","0","Earth Crystal","0","Wind Crystal","0","Dark Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Shadow Fang (Shadow Only)","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"Fleeting Fragrance","R0","R0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","377","0","0","Ice Crystal","0","Earth Crystal","0","Dark Crystal","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
