"Realm Core Core Core Core Core Core Core Core Core Core Core Core Core Core Core Core Core Core I I I I I I I I I II II II II II II II II II","Character Tyro Tyro Tyro Tyro Tyro Tyro Tyro Tyro Tyro Elarra Elarra Elarra Elarra Elarra Elarra Elarra Elarra Elarra Warrior of Light Warrior of Light Warrior of Light Warrior of Light Warrior of Light Warrior of Light Warrior of Light Warrior of Light Warrior of Light Maria Maria Maria Maria Maria Maria Maria Maria Maria","Row 1 2 3 4 5 6 7 8 9 1 2 3 4 5 6 7 8 9 1 2 3 4 5 6 7 8 9 1 2 3 4 5 6 7 8 9","Column 1 ","Column 2 ","Column 3 ","Column 4 ","Column 5 ","Column 6 ","Column 7 ","Column 8 ","Column 9 ","Mote Required 1 White White White White White White White White White White White White White White White White White White White White White White White White White White White White White White White White White White White White","1 ","2 ","3 ","4 ","5 ","6 ","7 ","8 ","9 ","Mote Required 2 Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow Yellow","1 ","2 ","3 ","4 ","5 ","6 ","7 ","8 ","9 ","Mote Required 3 Green Green Green Green Green Green Green Green Green Green Green Green Green Green Green Green Green Green Green Green Green Green Green Green Green Green Green Green Green Green Green Green Green Green Green Green","1 ","2 ","3 ","4 ","5 ","6 ","7 ","8 ","9 "
"IV","Kain","3","Atk+70","-","Start","Atk+10","Atk+10","Atk+10","Atk+10","-","-","White","14","-","-","-","-","","-","-","-","Yellow","14","-","-","-","-","","-","-","-","Green","14","-","-","3","5","7","9","-","-"
"IV","Kain","4","-","Def+10","HP+100","HP+100","-","-","-","-","-","White","-","-","1","2","-","","-","-","-","Yellow","-","1","1","2","-","","-","-","-","Green","-","3","1","2","-","","-","-","-"
"IV","Kain","5","Magia EXP+400","Res+10","-","HP+100","HP+100","-","-","HP+400","HP+1000","White","3","4","-","3","3","","-","7","10","Yellow","3","2","-","3","3","","-","7","10","Green","3","-","-","3","3","","-","7","10"
"IV","Kain","6","-","Def+10","Res+10","-","HP+100","HP+200","HP+200","HP+200","-","White","-","-","6","-","5","5","7","7","-","Yellow","-","3","3","-","5","5","7","7","-","Green","-","6","-","-","5","5","7","7","-"
"IV","Kain","7","Spd+10","-","Def+10","Def+10","Res+10","-","-","-","-","White","5","-","-","-","10","","-","-","-","Yellow","-","-","5","5","5","","-","-","-","Green","10","-","10","10","-","","-","-","-"
"IV","Kain","8","Lightning+6%","-","Cast Time -8%","-","Def+10","Res+10","-","-","-","White","10","-","7","-","-","14","-","-","-","Yellow","10","-","7","-","7","7","-","-","-","Green","10","-","7","-","14","","-","-","-"
"IV","Kain","9","-","-","-","-","-","IV Buff","-","-","-","White","-","-","-","-","-","16","-","-","-","Yellow","-","-","-","-","-","16","-","-","-","Green","-","-","-","-","-","16","-","-","-"
"V","Lenna","1","-","Mnd+10","-","-","-","-","-","-","-","White","-","20","-","-","-","","-","-","-","Yellow","-","-","-","-","-","","-","-","-","Green","-","-","-","-","-","","-","-","-"
"V","Lenna","2","Mnd+10","Mnd+10","Wht Ability+6%","-","-","HP+100","HP+100","HP+100","V Buff","White","11","14","14","-","-","7","8","9","16","Yellow","-","-","14","-","-","5","6","7","16","Green","-","-","14","-","-","3","4","5","16"
"V","Lenna","3","Mnd+10","-","-","HP+100","HP+100","HP+100","-","-","-","White","11","-","-","3","4","6","-","-","-","Yellow","-","-","-","2","3","4","-","-","-","Green","-","-","-","1","2","2","-","-","-"
"V","Lenna","4","Mnd+10","Mnd+10","-","HP+100","-","HP+100","HP+100","-","-","White","9","7","-","3","-","7","9","-","-","Yellow","-","-","-","2","","5","7","-","-","Green","-","-","-","1","-","3","5","-","-"
"V","Lenna","5","-","Mnd+10","-","HP+100","Magia EXP+400","-","HP+200","HP+300","-","White","-","5","-","1","3","","10","10","-","Yellow","-","-","-","1","3","","9","9","-","Green","-","-","-","1","3","","5","5","-"
"V","Lenna","6","-","Mnd+10","Mnd+10","HP+100","-","-","-","HP+400","HP+1000","White","-","5","3","1","-","","-","11","14","Yellow","-","-","-","1","-","","-","10","10","Green","-","-","-","1","-","","-","6","6"
"V","Lenna","7","-","Mnd+10","Start","-","-","-","-","-","-","White","-","3","-","-","-","","-","-","-","Yellow","-","-","-","-","-","","-","-","-","Green","-","-","-","-","-","","-","-","-"
"V","Lenna","8","Mnd+90","-","Spd+10","Def+10","Res+10","Cast Time-8%","Def+10","-","-","White","18","-","3","-","4","7","-","-","-","Yellow","18","-","-","3","2","7","6","-","-","Green","18","-","1","1","-","7","3","-","-"
"V","Lenna","9","-","-","-","-","-","-","Res+10","Heal+6%","-","White","-","-","-","-","-","","10","10","-","Yellow","-","-","-","-","-","","5","10","-","Green","-","-","-","-","-","","-","10","-"
"V","Bartz","1","-","-","Atk+40","-","-","-","-","-","Spellblade Ability+6%","White","-","-","8","-","-","","-","-","14","Yellow","-","-","8","-","-","","-","-","14","Green","-","-","8","-","-","","-","-","14"
"V","Bartz","2","-","-","Atk+10","Atk+10","-","Atk+10","Atk+10","Atk+10","Atk+10","White","-","-","-","-","-","","-","-","-","Yellow","-","-","-","-","-","","-","-","-","Green","-","-","3","3","-","7","9","14","20"
"V","Bartz","3","-","-","Start","Atk+10","Atk+10","Atk+10","Atk+10","-","-","White","-","-","-","-","-","","-","-","-","Yellow","-","-","-","-","-","","-","-","-","Green","-","-","-","3","5","7","9","-","-"
"V","Bartz","4","-","Def+10","HP+100","HP+100","-","-","-","-","-","White","-","-","1","2","-","","-","-","-","Yellow","-","1","1","2","-","","-","-","-","Green","-","3","1","2","-","","-","-","-"
"V","Bartz","5","Magia EXP+400","Res+10","-","HP+100","HP+100","-","-","HP+400","HP+1000","White","3","4","-","3","3","","-","7","10","Yellow","3","2","-","3","3","","-","7","10","Green","3","-","-","3","3","","-","7","10"
"V","Bartz","6","-","Def+10","Res+10","-","HP+100","HP+200","HP+200","HP+200","-","White","-","-","6","-","5","5","7","7","-","Yellow","-","3","3","","5","5","7","7","-","Green","-","6","-","-","5","5","7","7","-"
"V","Bartz","7","Spd+10","-","Def+10","-","Res+10","-","-","-","-","White","5","-","-","-","10","","-","-","-","Yellow","-","-","5","5","5","","-","-","-","Green","10","-","10","10","-","","-","-","-"
"V","Bartz","8","PHY+6%","-","Cast Time-8%","-","Def+10","Res+10","-","-","-","White","10","-","7","-","-","14","-","-","-","Yellow","10","-","7","","7","7","-","-","-","Green","10","-","7","-","14","","-","-","-"
"V","Bartz","9","-","-","-","-","-","V Buff","-","-","-","White","-","-","-","-","-","16","-","-","-","Yellow","-","-","-","-","-","16","-","-","-","Green","-","-","-","-","-","16","-","-","-"
"VI","Terra","1","VI Buff","HP+1000","-","-","-","Cast Time-8%","-","-","-","White","16","10","-","-","-","7","-","-","-","Yellow","16","10","-","-","-","7","-","-","-","Green","16","10","-","-","-","7","-","-","-"
"VI","Terra","2","-","HP+400","HP+300","HP+200","-","HP+100","-","Res+10","Weakness+6%","White","-","7","7","7","-","3","-","14","10","Yellow","-","7","7","7","-","3","-","7","10","Green","-","7","7","7","-","3","-","-","10"
"VI","Terra","3","-","-","-","HP+100","HP+100","HP+100","-","Def+10","Def+10","White","-","-","-","5","5","3","-","-","-","Yellow","-","-","-","5","5","3","-","14","10","Green","-","-","-","5","5","3","-","7","5"
"VI","Terra","4","-","-","-","-","-","HP+100","Spd+10","-","Res+10","White","-","-","-","-","-","2","10","-","10","Yellow","-","-","-","-","-","2","-","-","5","Green","-","-","-","-","-","2","5","-","-"
"VI","Terra","5","-","-","-","-","Magia EXP+400","HP+100","-","-","Def+10","White","-","-","-","-","3","1","-","-","-","Yellow","-","-","-","-","3","1","-","-","10","Green","-","-","-","-","3","1","-","-","5"
"VI","Terra","6","-","Fire/Wind Ability+6%","-","-","-","Mag+10","-","Res+10","Res+10","White","-","14","-","-","-","","-","6","6","Yellow","-","14","-","-","-","3","-","3","3","Green","-","14","-","-","-","","-","-","-"
"VI","Terra","7","-","Mag+10","Mag+10","Mag+10","Mag+10","Mag+10","Start","Def+10","-","White","-","-","-","-","-","","-","-","-","Yellow","-","20","9","7","5","3","-","4","-","Green","-","-","-","-","-","","-","2","-"
"VI","Terra","8","-","-","Mag+10","Mag+10","-","Mag+10","-","Res+10","-","White","-","-","-","-","-","","-","3","-","Yellow","-","-","9","7","-","3","-","1","-","Green","-","-","-","-","-","","-","-","-"
"VI","Terra","9","-","-","Mag+10","-","-","Mag+20","-","-","-","White","-","-","-","-","-","4","-","-","-","Yellow","-","-","14","-","-","4","-","-","-","Green","-","-","-","-","-","4","-","-","-"
"VI","Locke","1","-","-","Def+10","Res+10","Def+10","Cast Time-8%","-","-","-","White","-","-","0","6","0","7","-","-","-","Yellow","-","-","4","3","7","7","-","-","-","Green","-","-","2","0","4","7","-","-","-"
"VI","Locke","2","ATK+50","-","Res+10","-","Res+10","Def+10","-","Atk+10","Atk+10","White","10","-","3","-","10","0","-","0","0","Yellow","10","-","1","-","5","10","-","0","0","Green","10","-","0","-","0","5","-","14","20"
"VI","Locke","3","-","-","Start","Atk+10","Atk+10","Atk+10","Atk+10","Atk+10","Fire Ability+6%","White","-","-","S","0","0","0","0","0","14","Yellow","-","-","S","0","0","0","0","0","14","Green","-","-","S","3","3","5","7","9","14"
"VI","Locke","4","-","Spd+10","Res+10","HP+100","-","-","Atk+10","Atk+10","-","White","-","1","3","1","-","","0","0","-","Yellow","-","0","1","1","-","","0","0","-","Green","-","3","0","1","-","","7","9","-"
"VI","Locke","5","Magia EXP+400","Spd+10","Def+10","HP+100","HP+100","-","-","-","-","White","3","3","0","2","5","","-","-","-","Yellow","3","0","4","2","5","","-","-","-","Green","3","6","2","2","5","","-","-","-"
"VI","Locke","6","-","-","Res+10","-","HP+200","-","-","Mirage Raid","-","White","-","-","6","-","7","","-","30","-","Yellow","-","-","3","-","7","","-","30","-","Green","-","-","0","-","7","","-","30","-"
"VI","Locke","7","-","-","Def+10","-","HP+300","HP+400","-","-","-","White","-","-","0","-","9","11","-","-","-","Yellow","-","-","7","-","9","11","-","-","-","Green","-","-","4","-","9","11","-","-","-"
"VI","Locke","8","-","Def+10","Res+10","-","-","HP+1000","IX Buff","-","-","White","-","0","10","-","-","15","16","-","-","Yellow","-","10","5","-","-","15","16","-","-","Green","-","5","0","-","-","15","16","-","-"
"VI","Locke","9","-","-","Fire+6%","-","-","-","-","-","-","White","-","-","10","-","-","","-","-","-","Yellow","-","-","10","-","-","","-","-","-","Green","-","-","10","-","-","","-","-","-"
"VII","Cloud","1","","","","","","","","","","White","","","","","","","","","","Yellow","","","","","","","","","","Green","","","","","","","","",""
"VII","Cloud","2","","","","","","","","","","White","","","","","","","","","","Yellow","","","","","","","","","","Green","","","","","","","","",""
"VII","Cloud","3","","","","","","","","","","White","","","","","","","","","","Yellow","","","","","","","","","","Green","","","","","","","","",""
"VII","Cloud","4","","","","","","","","","","White","","","","","","","","","","Yellow","","","","","","","","","","Green","","","","","","","","",""
"VII","Cloud","5","","","","","","","","","","White","","","","","","","","","","Yellow","","","","","","","","","","Green","","","","","","","","",""
"VII","Cloud","6","","","","","","","","","","White","","","","","","","","","","Yellow","","","","","","","","","","Green","","","","","","","","",""
"VII","Cloud","7","","","","","","","","","","White","","","","","","","","","","Yellow","","","","","","","","","","Green","","","","","","","","",""
"VII","Cloud","8","","","","","","","","","","White","","","","","","","","","","Yellow","","","","","","","","","","Green","","","","","","","","",""
"VII","Cloud","9","","","","","","","","","","White","","","","","","","","","","Yellow","","","","","","","","","","Green","","","","","","","","",""
"VII","Tifa","1","","","","","","","","","","White","","","","","","","","","","Yellow","","","","","","","","","","Green","","","","","","","","",""
"VII","Tifa","2","","","","","","","","","","White","","","","","","","","","","Yellow","","","","","","","","","","Green","","","","","","","","",""
"VII","Tifa","3","","","","","","","","","","White","","","","","","","","","","Yellow","","","","","","","","","","Green","","","","","","","","",""
"VII","Tifa","4","","","","","","","","","","White","","","","","","","","","","Yellow","","","","","","","","","","Green","","","","","","","","",""
"VII","Tifa","5","","","","","","","","","","White","","","","","","","","","","Yellow","","","","","","","","","","Green","","","","","","","","",""
"VII","Tifa","6","","","","","","","","","","White","","","","","","","","","","Yellow","","","","","","","","","","Green","","","","","","","","",""
"VII","Tifa","7","","","","","","","","","","White","","","","","","","","","","Yellow","","","","","","","","","","Green","","","","","","","","",""
"VII","Tifa","8","","","","","","","","","","White","","","","","","","","","","Yellow","","","","","","","","","","Green","","","","","","","","",""
"VII","Tifa","9","","","","","","","","","","White","","","","","","","","","","Yellow","","","","","","","","","","Green","","","","","","","","",""
"VIII","Selphie","1","-","Mnd+10","-","-","-","-","-","-","-","White","-","20","-","-","-","","-","-","-","Yellow","-","-","-","-","-","","-","-","-","Green","-","-","-","-","-","","-","-","-"
"VIII","Selphie","2","Mnd+10","Mnd+10","Wht Ability+6%","-","-","HP+100","HP+100","HP+100","VIII Buff","White","11","14","14","-","-","7","8","9","16","Yellow","-","-","14","-","-","5","6","7","16","Green","-","-","14","-","-","3","4","5","16"
"VIII","Selphie","3","Mnd+10","-","-","HP+100","HP+100","HP+100","-","-","-","White","11","-","-","3","4","6","-","-","-","Yellow","-","-","-","2","3","4","-","-","-","Green","-","-","-","1","2","2","-","-","-"
"VIII","Selphie","4","Mnd+10","Mnd+10","-","HP+100","-","HP+100","HP+100","-","-","White","9","7","-","3","-","7","9","-","-","Yellow","-","-","-","2","-","5","7","-","-","Green","-","-","-","1","-","3","5","-","-"
"VIII","Selphie","5","-","Mnd+10","-","HP+100","Magia EXP+400","-","HP+200","HP+300","-","White","-","5","-","1","3","","10","10","-","Yellow","-","-","-","1","3","","9","9","-","Green","-","-","-","1","3","","5","5","-"
"VIII","Selphie","6","-","Mnd+10","Mnd+10","HP+100","-","-","-","HP+400","HP+1000","White","-","5","3","1","-","","-","11","14","Yellow","-","-","-","1","-","","-","10","10","Green","-","-","-","1","-","","-","6","6"
"VIII","Selphie","7","-","Mnd+10","Start","-","-","-","-","-","-","White","-","3","-","-","-","","-","-","-","Yellow","-","-","-","-","-","","-","-","-","Green","-","-","-","-","-","","-","-","-"
"VIII","Selphie","8","-","-","Spd+10","Def+10","Res+10","Cast Time -8%","Def+10","-","-","White","-","-","3","-","4","7","-","-","-","Yellow","-","-","-","3","2","7","6","-","-","Green","-","-","1","1","-","7","3","-","-"
"VIII","Selphie","9","-","Mnd+80","-","-","-","-","Res+10","Heal+6%","-","White","-","16","-","-","-","","10","10","-","Yellow","-","16","-","-","-","","5","10","-","Green","-","16","-","-","-","","-","10","-"
"VIII","Ultimecia","1","VIII Buff","HP+1000","-","-","-","Cast Time -8%","-","-","-","White","16","10","-","-","-","7","-","-","-","Yellow","16","10","-","-","-","7","-","-","-","Green","16","10","-","-","-","7","-","-","-"
"VIII","Ultimecia","2","-","HP+400","HP+300","HP+200","-","HP+100","-","Res+10","Weakness+6%","White","-","7","7","7","-","3","-","14","10","Yellow","-","7","7","7","-","3","-","7","10","Green","-","7","7","7","-","3","-","0","10"
"VIII","Ultimecia","3","-","-","-","HP+100","HP+100","HP+100","-","Def+10","Def+10","White","-","-","-","5","3","3","-","0","0","Yellow","-","-","-","5","3","3","-","14","10","Green","-","-","-","5","3","3","-","7","5"
"VIII","Ultimecia","4","-","-","-","-","-","HP+100","SPD+10","-","Res+10","White","-","-","-","-","-","2","10","-","10","Yellow","-","-","-","-","-","2","0","-","5","Green","-","-","-","-","-","2","5","-","0"
"VIII","Ultimecia","5","-","-","-","-","Magia EXP+400","HP+100","-","-","Def+10","White","-","-","-","-","3","1","-","-","0","Yellow","-","-","-","-","3","1","-","-","10","Green","-","-","-","-","3","1","-","-","5"
"VIII","Ultimecia","6","-","Wind or Dark+6%","-","-","-","Mag+10","-","Res+10","Res+10","White","-","14","-","-","-","0","-","6","6","Yellow","-","14","-","-","-","3","-","3","3","Green","-","14","-","-","-","0","-","0","0"
"VIII","Ultimecia","7","-","Mag+10","Mag+10","Mag+10","Mag+10","Mag+10","Start","Def+10","-","White","-","0","0","0","0","0","S","0","-","Yellow","-","20","9","7","5","3","S","4","-","Green","-","0","0","0","0","0","S","2","-"
"VIII","Ultimecia","8","-","-","Mag+10","Mag+10","-","Mag+10","-","Res+10","-","White","-","-","0","0","-","0","-","3","-","Yellow","-","-","9","7","-","3","-","1","-","Green","-","-","0","0","-","0","-","0","-"
"VIII","Ultimecia","9","-","-","Mag+10","-","-","-","-","-","Mag+90","White","-","-","0","-","-","","-","-","18","Yellow","-","-","14","-","-","","-","-","18","Green","-","-","0","-","-","","-","-","18"
"IX","Zidane","1","-","Atk+80","Def+10","Res+10","Def+10","Cast Time-8%","-","-","-","White","-","16","0","6","0","7","-","-","-","Yellow","-","16","4","3","7","7","-","-","-","Green","-","16","2","0","4","7","-","-","-"
"IX","Zidane","2","-","-","Res+10","-","Res+10","Def+10","-","Atk+10","Atk+10","White","-","-","3","-","10","0","-","0","0","Yellow","-","-","1","-","5","10","-","0","0","Green","-","-","0","-","0","5","-","14","20"
"IX","Zidane","3","-","-","Start","Atk+10","Atk+10","Atk+10","Atk+10","Atk+10","Thief Ability+6%","White","-","-","S","0","0","0","0","0","14","Yellow","-","-","S","0","0","0","0","0","14","Green","-","-","S","3","3","5","7","9","14"
"IX","Zidane","4","-","Spd+10","Res+10","HP+100","-","-","Atk+10","Atk+10","-","White","-","1","3","1","-","","0","0","-","Yellow","-","0","1","1","-","","0","0","-","Green","-","3","0","1","-","","7","9","-"
"IX","Zidane","5","Magia EXP+400","Spd+10","Def+10","HP+100","HP+100","-","-","-","-","White","3","3","0","2","5","","-","-","-","Yellow","3","0","4","2","5","","-","-","-","Green","3","6","2","2","5","","-","-","-"
"IX","Zidane","6","-","-","Res+10","-","HP+200","-","-","-","-","White","-","-","6","-","7","","-","-","-","Yellow","-","-","3","-","7","","-","-","-","Green","-","-","0","-","7","","-","-","-"
"IX","Zidane","7","-","-","Def+10","-","HP+300","HP+400","-","-","-","White","-","-","0","-","9","11","-","-","-","Yellow","-","-","7","-","9","11","-","-","-","Green","-","-","4","-","9","11","-","-","-"
"IX","Zidane","8","-","Def+10","Res+10","-","-","HP+1000","IX Buff","-","-","White","-","0","10","-","-","15","16","-","-","Yellow","-","10","5","-","-","15","16","-","-","Green","-","5","0","-","-","15","16","-","-"
"IX","Zidane","9","-","-","Wind+6%","-","-","-","-","-","-","White","-","-","10","-","-","","-","-","-","Yellow","-","-","10","-","-","","-","-","-","Green","-","-","10","-","-","","-","-","-"
"X","Tidus","1","-","-","Def+10","Res+10","Def+10","Cast Time-8%","-","-","-","White","-","-","6","-","7","","-","-","-","Yellow","-","-","4","3","7","7","-","-","-","Green","-","-","2","-","4","7","-","-","-"
